"","CORT_1","CORT_2","CORT_3","CORT_4","MED_1","MED_2","MED_3","MED_4"
"ENSMUSG00000001517.14",4348.77409545061,3679.85899071709,4618.95209182134,3706.96800618587,8458.92315392097,4909.94368359434,3545.98720123383,5216.96504677514
"ENSMUSG00000001518.12",500.233955394692,393.965973303505,528.099157133884,460.278261644067,906.454478733561,506.503159694405,368.341069572228,536.591507341176
"ENSMUSG00000001520.12",33.5342422674649,23.9655233877215,26.9568806117937,42.9438585042139,57.897841303843,25.6074721929186,32.0375182637966,29.7538988219426
"ENSMUSG00000001521.12",1805.61457839942,1593.17276180615,2030.78958965746,1622.8740914448,2827.35388015722,1581.69566024113,1141.46941425808,1638.68106028037
"ENSMUSG00000001524.14",792,719,857,710,1065.13721248631,693,508,715
"ENSMUSG00000001525.10",36710.2494570424,31416.0989054461,38677.1915874067,30846.389290081,57684.423807026,34002.9354102355,25427.2483562469,36347.1024801414
"ENSMUSG00000001542.7",731.195273493633,630.205745537637,767.600424468122,697.797396799,767.648960095691,473.150241763349,321.108264561678,490.741738587093
"ENSMUSG00000001552.14",590,538.713557305624,658.660505429029,497.425510855784,785.460972988854,465.696195770721,336.192106318411,480.014569668754
"ENSMUSG00000001555.10",5886.72069822738,5326.97207024644,5912.76455081806,4920.58583471815,7742.38107435569,4726.85684802256,3382.51655036903,4829.81837102555
"ENSMUSG00000001558.5",23,13,11,11,18,11,7,16
"ENSMUSG00000001566.9",0,0,0,0,0,0,0,0
"ENSMUSG00000001569.10",2220.20327008991,1845.73440701593,2304.1515738367,2064.67253860032,3483.00149605205,2058.79470182968,1570.30888578656,2177.49127706632
"ENSMUSG00000001576.15",4649,3995,4883,3830,5304,3122,2319,3295
"ENSMUSG00000001583.13",9.38332619084851,6.13224438685185,9.20031175709889,9.91579742470039,17.8812708743147,6.42809361994217,3.32040949680877,8.43504336564479
"ENSMUSG00000001588.12",265,227,257,239,665,410,280,393
"ENSMUSG00000001604.14",4,3,2,2,9,4,1,3
"ENSMUSG00000001622.15",15.3780960801022,18.4527111283878,15.6549776551485,13.9528135544338,9.72454907399548,7.81201941427678,6.30519051612277,6.48550759074545
"ENSMUSG00000001627.12",3470,2916,3582,3076,4890,2870,2249,3158
"ENSMUSG00000001630.13",548.981900508475,380.765407242819,507.537924840108,416.657514281671,545.805745197496,310.75754199303,226.40751185704,310.432864520258
"ENSMUSG00000001632.16",1810.04379455248,1659.84931867079,1737.42419785263,1537.66652730674,2751.66332112579,1583.6268486092,1172.99693936782,1671.53175431428
"ENSMUSG00000001642.18",3624.54766697471,3173.81448181818,3650.32278842411,3059.73599334029,5637.69635776453,3375.85647132941,2473.01975458306,3486.06914904269
"ENSMUSG00000001655.6",0,0,0,0,0,0,0,0
"ENSMUSG00000001656.3",0,0,0,0,0,0,0,0
"ENSMUSG00000001657.7",1.00142755852051,0,2.00105278091395,1.00057825471165,0,0,0,0
"ENSMUSG00000001661.5",0,0,1,0,0,0,0,0
"ENSMUSG00000001663.10",14,12,16,1,44,28,10,28
"ENSMUSG00000001665.11",246.60318907613,242.551341217068,266.076562280392,237.496314218003,418.907567210007,232.008770916022,161.001668206699,221.011264846498
"ENSMUSG00000001666.8",331.224132262405,305,373,280,482,318,186,310
"ENSMUSG00000001670.13",0,0,0,0,0,0,0,0
"ENSMUSG00000001672.14",2,0,0,1,1,1,1,1
"ENSMUSG00000001674.11",2833.0258916308,2404.09735027498,2875.77831361572,2533.72108311441,4027.95560416766,2431.91880671821,1829.82175374161,2682
"ENSMUSG00000001687.15",2854,2537,3057,2548,3993,2317,1705,2548
"ENSMUSG00000001700.10",269,232,309,239,314,169,122,184
"ENSMUSG00000001707.8",467,321,487,440,703,387,306,459
"ENSMUSG00000001729.14",15838,13465,15770,13268,21782,13388,9774,13929
"ENSMUSG00000001739.14",70,47,76,59,64,30,25,32
"ENSMUSG00000001741.12",16.132437725028,23,17.0532240760214,16.6177130985552,92.1742531549757,57.0030312271658,34.0729312087387,45.1682156718093
"ENSMUSG00000001750.16",4428.40956501236,3713.98422373853,4529.71753244183,3935.59292417838,7726.49571548323,4124.13367799625,2917.73498155748,4334.21213251069
"ENSMUSG00000001751.9",1308,1195,1418,1163,2014,1159,819,1176
"ENSMUSG00000001755.12",1839,1582,1768,1522,2154,1360,969,1325
"ENSMUSG00000001761.7",4019.76929486484,3463.39879472569,4193.25798893335,3446.70817814228,7362.45215709653,4237.47677752638,3148.46286539934,4485.95688030445
"ENSMUSG00000001763.14",61.2195308661275,63.4955855423026,83.3578376863429,68.6829117516361,172.247499370357,103.805471530998,62.1150818455896,95.8392228777473
"ENSMUSG00000001767.5",1501.9284062624,1360,1582.973377408,1321.99176265942,2283.99447915539,1305.97765590337,1012.98570814873,1428.99216873361
"ENSMUSG00000001768.16",446.322058326245,374.168543898031,408.345243514996,344.81275810644,661.698363559167,376,272.25256207013,420.67652457612
"ENSMUSG00000001773.14",5,3,2,1,6,5,1,2
"ENSMUSG00000001774.8",3565.51240295172,2926.24149403517,3647.11535122107,3131.07924708268,5462.61357577825,3076.51531811845,2318.29295365776,3326.20418024121
"ENSMUSG00000001783.3",7192,6268,7222,6515,8173,4948,3535,5221
"ENSMUSG00000001785.13",1912.99124312911,1583,1816,1649,2708.0243030427,1579,1145,1650
"ENSMUSG00000001786.14",1381,1101,1433,1140,1143,692,497,740
"ENSMUSG00000001794.13",13709,11895,13573,11398,17879,10758,7743,11556
"ENSMUSG00000001802.16",0,0,2.00003545136288,0,0,0,0,0
"ENSMUSG00000001804.9",0,0,0,0,0,0,0,0
"ENSMUSG00000001815.15",0,1,0,0,0,0,0,0
"ENSMUSG00000001819.4",0,0,0,0,0,0,0,0
"ENSMUSG00000001823.5",0,0,0,0,0,0,0,0
"ENSMUSG00000001827.12",3,0,0,0,0,0,1,2
"ENSMUSG00000001829.17",2098.0223039722,1858.2483978376,2084,1783,2920.57429401842,1779,1274.09722844726,1852.10842392147
"ENSMUSG00000001833.17",18321.5185098894,15362.3610751805,18773.5037864946,16054.6169288744,28346.9864019382,16905.9711325025,12931.4901140613,17755.5092843876
"ENSMUSG00000001844.10",951,787,978,781,1235,725,519,732
"ENSMUSG00000001847.14",23764.7537084483,20473.8186497016,24774.6652791824,20239.2830314312,29608.0850815622,17338.5612245754,12512.8737222369,18633.7715174212
"ENSMUSG00000001855.15",3932.90036316106,3237.19252546958,3692.49040592223,3144.44403117537,5818.87006724546,3538.06783847012,2483.42270113032,3629.3564447491
"ENSMUSG00000001864.13",425,338,464,390,870,486,399,528
"ENSMUSG00000001865.2",11,7,6,5,3,4,2,2
"ENSMUSG00000001870.16",5855.66345231409,4939.80211205536,6597.11567060428,5435.82003475111,17023.8319762492,9806.38888841402,7354.1211572712,10414.18338061
"ENSMUSG00000001891.16",1488,1134,1518,1268,1909,1176,857,1197
"ENSMUSG00000001901.15",0,0,0,0,1,0,0,0
"ENSMUSG00000001909.16",2094.63124985444,1857.08285628789,2264.38502685018,1988.46587396454,3457.18517068789,1897.61756760206,1432.95780290159,2031.89000190932
"ENSMUSG00000001911.16",1034.51656142697,830.021234982842,1180.72484131167,864.734570319976,1626.72255877033,936.619302633651,683.551837028052,1072.357048431
"ENSMUSG00000001918.17",1211,931,1371,1053,1873,1068,725,1076
"ENSMUSG00000001924.15",25273.1830537612,21705.1707688884,25011.6850804405,20525.555928802,34520.3126132058,20837.4193540859,14681.0664950751,21924.3902120091
"ENSMUSG00000001930.17",3518.73536206169,2857.27335898602,4188.56465912117,2943.7645115691,13921.887557047,7244.74407745431,4448.3918041205,8152.09932262177
"ENSMUSG00000001942.8",1407.85492539049,1350.88635366377,1547.43215161323,1368.32378760888,1856.8637677635,1114.90745658841,755.911500437077,1154.29147309029
"ENSMUSG00000001943.8",1053,662,1264,1090,1437,641,409,744
"ENSMUSG00000001946.14",29015,25024,28954,24838,29486,17261,12240,18126
"ENSMUSG00000001948.10",71.4026863275199,61.7808947955833,68.9922791669268,46.8547038197135,77.2401426048256,29,21,39
"ENSMUSG00000001962.8",1151,948,1093,947,1785,1068,713,1150
"ENSMUSG00000001964.14",1583.34521490771,1298.7461307223,1720.95578085711,1358.89672869499,2491.74013949767,1499.5251391794,1086.71224426213,1613.06618718858
"ENSMUSG00000001983.7",438,490,583,474,725,411,322,471
"ENSMUSG00000001985.9",2.00848322851375,1.10474832565069,3.48466111926369,1.05545208632293,5.58983484424098,0,0,1.05262386314133
"ENSMUSG00000001986.16",1566.34929280445,1360.97226796482,1648.45671576622,1388.72567027839,3157.90610053852,1712.46743360265,1164.39108814823,1747.70295806056
"ENSMUSG00000001988.9",24,16,31,29,56,29,20,25
"ENSMUSG00000001995.9",3697,3079,3823.00461606665,3129,4978.02075323946,3055,2210,3085
"ENSMUSG00000001998.15",479.566046444471,401.242809743767,536.497321810451,427.154425484856,832.014611837194,423.662248609575,306.652367828683,461.166691276665
"ENSMUSG00000001999.15",1222,1075,1194,1029,1591,925,750,1051
"ENSMUSG00000002006.12",60,60,69,45,106,51,39,71
"ENSMUSG00000002007.5",3,1,2,5,4,2,0,3
"ENSMUSG00000002010.17",3106,2805,3150,2624,4392,2599,1938,2691
"ENSMUSG00000002012.13",6,2,5,3,6,4,5,8
"ENSMUSG00000002014.12",1627,1405,1669,1440,2035,1195,883,1259
"ENSMUSG00000002015.5",4362,3766,4388,3795,6022,3572,2467,3761
"ENSMUSG00000002017.10",2072,1732,2136,1793,2997,1672,1302,1820
"ENSMUSG00000002020.15",17,10,25.0271524328331,11.0551466705755,138.025442247267,69,50.2413432851754,61
"ENSMUSG00000002028.13",4673,3891,4836,4357,8485,4588,3316,4654
"ENSMUSG00000002031.12",757.733462438641,380.371968401476,757.313184996308,620.549001272894,1249.21973125566,663.164618568238,532.630509095101,634.413875492256
"ENSMUSG00000002032.17",7,7,11,4,9,3,4,4
"ENSMUSG00000002033.14",1,0,2.06041152231121,0,2,0,0,2
"ENSMUSG00000002043.17",938,770,939,783,1344,798,562,822
"ENSMUSG00000002052.6",6987.84095425342,6011.03472477895,6976.95141652485,5860.82505799414,9056.13568467798,5304.27598446814,3787.9845768911,5583.23585562956
"ENSMUSG00000002055.9",2127.91148130888,1949.32648693641,2235.90732352495,1805.06818827057,3980.88665958341,2218.46122116598,1783.94903889383,2345.36840247374
"ENSMUSG00000002057.4",0,0,0,0,4.00162886943646,0,1.00003029013574,0
"ENSMUSG00000002058.13",153,138,163,131,260,171,100,164
"ENSMUSG00000002059.18",752.66265780284,687.538578276468,837.525129544488,638.664213588318,1418.53526229588,780.468189509737,576.9944650174,801.731185172974
"ENSMUSG00000002064.10",1741.37608216234,1443.25165919256,1698.66325405458,1529.0000497377,2223.3208634408,1368.01937234776,929.213760095491,1407.99420377887
"ENSMUSG00000002068.16",513,469,550,456,1027,587,419,642
"ENSMUSG00000002076.12",24,21.0050525263239,24.0334659996493,26.0047172528957,23.0104008316997,7.00111736838357,11.0007674980625,11.0044255247378
"ENSMUSG00000002083.13",902,786,938,797,1880,1072,790,1106
"ENSMUSG00000002100.15",0,0,0,0,0,0,0,1
"ENSMUSG00000002102.15",7076.82067295417,6222.93048952319,7156.36949618886,6075.04028442349,10102.6680289094,6131.03422423969,4395.69282765399,6522.27803565596
"ENSMUSG00000002103.15",647.882225875802,778.01501981693,1030.6810892373,592.576596346586,1341.2802511201,852.176731529188,459.432838672968,823.685693683031
"ENSMUSG00000002104.11",1,3,1,0.5,2.5,0,0.5,1
"ENSMUSG00000002105.15",1193.17932704583,1035.06951047681,1309.63050381114,1018.95971557651,2258.33197109057,1285.96577576031,924.307172346014,1375.72196434404
"ENSMUSG00000002107.18",507,398,584,460,800,474,319,445
"ENSMUSG00000002108.10",6,7,6,8,5,7,4,7
"ENSMUSG00000002109.14",50.7551448438879,59.9388227127166,50.914891332833,51.3312011724627,96.7323229231399,54.8914305982223,48.5041598086092,59.2622942894061
"ENSMUSG00000002111.8",1,0,0,2,0,1,0,2
"ENSMUSG00000002129.11",4063,3328,3962,3438,5945.97212602688,3426,2521,3656
"ENSMUSG00000002147.18",4988.59836839096,4356,5108,4239,7084,4267,3015,4376
"ENSMUSG00000002190.13",1,0,2,0,1,0,1,2
"ENSMUSG00000002204.9",20.025914624302,10.0180712350542,25.038372080493,10.0182819242608,10.0168829613001,9.01031746624904,7.00398592285347,1.00049091965152
"ENSMUSG00000002205.16",1070.37955118113,951.194018775339,1106.55652440073,887.526016254124,1597.51378344601,959.527612145361,639.343779430944,977.518853727146
"ENSMUSG00000002210.11",359.98593177317,263.360881133262,380.159085770073,316.400382898327,579.156545785536,365.52270875025,239.393740555704,363.13813490971
"ENSMUSG00000002221.11",2011.44858856461,1733.57420974965,2102.48182514965,1731.6397709174,3420.85629532468,1936.80867088676,1421.67421138563,2095.90356260085
"ENSMUSG00000002222.14",1740.24289050441,1433,1789,1449,2792,1607,1104,1617
"ENSMUSG00000002227.15",2161.79696423576,1897.07011845859,2175.87125813505,1758.15793587986,3169.0620056862,1798.71861379446,1266.43061458345,1839.46199311134
"ENSMUSG00000002228.7",368,326,394,387,442,240,196,280
"ENSMUSG00000002233.13",7503,6383,7737,6710,9422,5594,4050,5969
"ENSMUSG00000002240.12",0,0,0,0,0,0,0,0
"ENSMUSG00000002249.21",4.13180807754149,7.03668615303603,11.1395932061328,7,20.3717152712565,9.00205928890592,7.00010636912247,9
"ENSMUSG00000002250.16",1522.38825015818,1364.2859378693,1490.55537869981,1321.43173585132,2281.22417122301,1358.28365755471,934.154702289433,1428.60244433348
"ENSMUSG00000002257.8",1536,1437,1660,1503,2497,1555,1155,1523
"ENSMUSG00000002265.16",174,143,164.815873998799,117.7125226932,202.858792173057,115.460017465749,82,115
"ENSMUSG00000002266.17",3.05302687593386,0,6.14936331329394,1.02603192250862,2.05493553994794,3.07385863658997,2.11817386420514,3.07714189356986
"ENSMUSG00000002274.13",721,599,657,616,1019,630,488,675
"ENSMUSG00000002279.19",619.044340241907,556.026663766905,564.105215634315,457.044299060102,763.258618914404,435.033647682869,309.069453901308,423.045010267349
"ENSMUSG00000002280.11",707.982436579139,626.743841047795,698.28636247057,577.772203524447,1007.68561530196,656.008290689183,457.748789170295,671.996748049219
"ENSMUSG00000002289.16",222.009355243031,211.005314321476,277.0309892965,216.01081029972,390.006614678547,192.004500190529,145.001877314607,254.018691674547
"ENSMUSG00000002297.16",2339.23976202427,2066.11134044736,2568.64514554356,2139.57141274949,4248.43165467124,2432.29043835522,1899.14606648472,2794.52821416884
"ENSMUSG00000002307.16",1006,878,1020.98784851112,864,1579,918,690,1024
"ENSMUSG00000002308.16",601,526,565,499,724,457,343,488
"ENSMUSG00000002319.16",5614.80820481637,4751,5579.33922296969,4664.37059631736,7781.04100798267,4595.32303979125,3428.82144666851,4979.52185847432
"ENSMUSG00000002320.15",3332.73352336593,2918.7920452104,3450.57577857089,2875.32396789349,4913.77650024913,2847.42032790827,1992.82504478544,3001.00182493543
"ENSMUSG00000002324.8",1,0,1,1,1.00220179842507,3,1,1
"ENSMUSG00000002325.15",1001.03592789935,815.446050135239,1077.67266682862,784.393678394983,1715.74220928984,870.410549082419,602.356020090379,925.068623186524
"ENSMUSG00000002326.6",898.892798415704,972.950817918009,1082.6423016004,844.87969006092,1436.41404612461,830.754926979248,572.460930238707,849.987702765985
"ENSMUSG00000002329.7",1072,950.478332492784,1200.97511086595,964.993616184611,1545.62463970313,858.039252943446,620.940924779042,987.688095184106
"ENSMUSG00000002332.16",1216,1052,1246,1009,1638,931,689,1010
"ENSMUSG00000002341.8",9.07516184163677,1.08804181009163,4.0978512857521,4.02657274254166,7.23095116127454,4.12793746903034,3.04574090035319,2.03890636548556
"ENSMUSG00000002342.17",1111,879,1069,970,1560,924,651,959
"ENSMUSG00000002343.11",819.544445487603,719.049761527415,892.440947184705,767.6421933118,1089.27093253789,654.112072599877,458.836415950854,714.782971058193
"ENSMUSG00000002345.18",537,525,575,535,816,433,318,491
"ENSMUSG00000002346.16",248.85326489801,237.405409390085,254.388494732519,241.209776096693,470.83301888142,228.03093939133,159.819117448761,295.474664495763
"ENSMUSG00000002365.10",6288,5294,6563,5517,11248,6930,5002,7216
"ENSMUSG00000002372.9",3260.82325901017,2754.33002215055,3239.38722807355,2806.32480624456,5025.39539088513,2881.57664446511,2152.58479570735,3170.73880845995
"ENSMUSG00000002379.7",1196,914.11984457421,1189,1027.89625869431,1685.93785580089,954.986609203633,678,1059.98900738644
"ENSMUSG00000002384.2",0,1.00619873623477,0,0,3.01354238550685,2.00710469945333,0,0
"ENSMUSG00000002393.14",2230.40180654617,1981.90555722308,2419.23854004041,2227.19916072964,3766.21236271602,2236.87162039566,1780.13268145848,2393.21805767536
"ENSMUSG00000002395.14",1297,1191,1344,1164,1778,1134,730,1200
"ENSMUSG00000002396.8",879.598193453826,691.094442776915,1068.76145995959,815.800839270357,1482.78763728398,835.128379604336,649.867318541521,822.781942324641
"ENSMUSG00000002409.18",468,429,537,451,977,512,380,498
"ENSMUSG00000002413.15",1165.23519882008,973,1173,950,1865,1004.39520264454,719.403805043975,1064
"ENSMUSG00000002416.13",561.442463800071,523.60455775187,631.568133374376,529.991511099836,911.276085197292,522.95826344696,403.241123199195,512.019681130245
"ENSMUSG00000002428.12",1639.26955338059,1413.01798776649,1645.85019177254,1447.8854787845,2262.0329699751,1318.17465491661,1042.97268302362,1429.16688108675
"ENSMUSG00000002455.14",3100,2631,3029,2562,4572,2762,2004,2752
"ENSMUSG00000002458.13",1529,1327,1556,1296,2183,1266,877,1440
"ENSMUSG00000002459.17",11.5094682889871,23.6391128248088,14.4774200500942,13.4992574854421,26.2116966526228,9.69691336517289,10.8317961434635,18.2451549004786
"ENSMUSG00000002475.16",24,15,18,11.286586014991,24.1810060901884,19,7,24
"ENSMUSG00000002477.5",1694.92291469747,1369,1648.72432966247,1458,2425.50935936705,1438,1127.76774664434,1615
"ENSMUSG00000002486.15",607.598724226646,508.521858493182,565.117950152507,603.590474511444,994.105064425516,503.134433649993,379.778681601101,636.987364454994
"ENSMUSG00000002489.16",1,3,1,2,1,1,0,0
"ENSMUSG00000002496.10",2606.99817083188,2201.80042822772,2582.06377307338,2085.60221090023,4045.77773881479,2241.3734487571,1612.89708364465,2246.18386394226
"ENSMUSG00000002500.15",2,0,0,0,1,0,1,0
"ENSMUSG00000002504.15",14187,12187,15101,12937,14682,8954,6318,9266
"ENSMUSG00000002524.17",4907,4354,4825,4237,7143,4283,3226,4561
"ENSMUSG00000002546.16",916.41615570589,18.1884805482852,235.092864348114,304.403181419103,345.364727198796,78.8447573210759,160.179810586405,246.34412294259
"ENSMUSG00000002550.16",1083,929,1029,984,1654,930.273354019385,671.948326547181,1004.98412264141
"ENSMUSG00000002565.16",137.424755556848,141.703731239226,171.766724599422,108.454323983264,246.465688560167,143.237472999107,85.5026340888841,153.821503780125
"ENSMUSG00000002578.17",0,0,0,0,2,1,0,0
"ENSMUSG00000002580.7",712,639,679,646,923,572,388,579
"ENSMUSG00000002588.13",0,0,0,0,0,0,0,0
"ENSMUSG00000002602.16",278,233,321,226,575,310,246,344
"ENSMUSG00000002603.15",6000.44739812414,5081.74757035665,6001.83496656326,5108.16377488697,5630.04293826178,3215.26072670285,2510.19617067595,3538.28295152229
"ENSMUSG00000002608.8",1627,1322,1693,1366,2378,1378,1039,1485
"ENSMUSG00000002617.14",178.350599962977,153.611582099767,179.063189267992,156.166509995542,226.1144633407,130,101.637351777819,130.093528563818
"ENSMUSG00000002625.10",1439,1181,1444,1250,2353,1181,917,1199
"ENSMUSG00000002633.4",0,2,0,0,1,0,0,1
"ENSMUSG00000002635.11",408,357,446,375,662,394,297,413
"ENSMUSG00000002658.9",2460,1965,2491,2187,3622,2164,1488,2234
