"","CORT_1","CORT_2","CORT_3","CORT_4","MED_1","MED_2","MED_3","MED_4"
"ENSMUSG00000036565.7",3251.01069718925,2748.03837968572,3454.05439768558,2903.01248363353,6432,3646.00964682079,2671.00758354081,3745.22451994735
"ENSMUSG00000036568.7",795,665,903,724,1174,643,480,719
"ENSMUSG00000036570.14",2,3,3,2,2,0,1,3
"ENSMUSG00000036572.16",1216.11623351648,1122.71062912473,1318.22260901911,1134.92082079271,1954.9481805533,1165.42453958772,794.700892997891,1104.49987960577
"ENSMUSG00000036574.5",0,0,0,0,0,0,0,0
"ENSMUSG00000036578.7",4,3,2,1,3,1,1,2
"ENSMUSG00000036580.15",1497,1383,1554,1234,2457,1414,1049,1567
"ENSMUSG00000036585.16",60.0015919487611,49.0012112982178,58.7394835072207,32.0016778276224,15.1219861096751,5,12,17.0015000842889
"ENSMUSG00000036586.6",0,0,0,0,0,0,0,0
"ENSMUSG00000036587.13",0,0,3,0,1,0,0,2
"ENSMUSG00000036591.16",3183.97800443876,2705.99320719399,3317,2641.99332947631,4756,2703,1945,2920
"ENSMUSG00000036594.15",0,0,0,1.00727768597361,3.01278354019014,0,0,0
"ENSMUSG00000036596.6",0,0,0,1,2,0,2,2
"ENSMUSG00000036598.4",0,0,0,0,0,0,0,0
"ENSMUSG00000036599.10",984,868,1012,852,1624,914,673,936
"ENSMUSG00000036602.14",0,1,0,0,1.00014694901874,1,0,0
"ENSMUSG00000036606.17",4788,4193,4955,4294,9931,5776,4219,6098
"ENSMUSG00000036611.5",64,66,84,74,237,127,86,150
"ENSMUSG00000036613.8",737,652,798,760,1196,706,538,730
"ENSMUSG00000036615.6",403,306,388,336,610,336,268,299
"ENSMUSG00000036617.16",980.882586363573,862.312194583134,1072.83198297644,835.049513376811,1652.15938439827,828.147604774029,583.976491681941,859.920089102864
"ENSMUSG00000036620.14",12193,10338,12466,10275,14078,8620,6324,8781
"ENSMUSG00000036622.15",979.109831505115,871.177180447221,1106.47182878709,969.24927488217,1766.84032334105,1047.368867756,799.862792113929,1088.2319271989
"ENSMUSG00000036632.9",727,659,737,650,1009,588,427,642
"ENSMUSG00000036634.15",1.20095657267352,0.762432657096206,5.07683164952343,4.53166720363291,19.3286314594434,2.64596777974069,3.87361560398961,7.58147364557417
"ENSMUSG00000036636.10",1376.68433008645,1156.70893553155,1544.22216450684,1272.0384025633,2160.80589029484,1173.33507832859,823.521074416142,1295.37953616428
"ENSMUSG00000036639.12",415.692271847051,409.823484390953,442,440.175940154252,660.176744290858,400,295.01668779822,406.602740854723
"ENSMUSG00000036641.9",1.14187065142294,2,4.0256920023796,3.0601692272343,7.1384254688255,4.21679177765995,5.42820268701222,1
"ENSMUSG00000036644.15",8673,7566,8889,7405,10441,6142,4222,6291
"ENSMUSG00000036646.13",3540,2937,3654,2978,5374,3190,2136,3445
"ENSMUSG00000036647.5",0,0,9.04583698098987,3.00038097279665,4.06033502045088,2.00896518705945,0,0
"ENSMUSG00000036655.8",1,2,1,0,1,1,0,0
"ENSMUSG00000036658.4",1.32406887435415,1.36096241613116,5.1176791269094,1.41056547220314,1.25580473177234,0,0,1.31662696429374
"ENSMUSG00000036661.14",3573,3094,4012,3395,3998,2405,1734,2587
"ENSMUSG00000036667.14",2683.05331729944,2205.16971468482,2670.33088360833,2222.07049668044,4290.99743158428,2448.64638333528,1820,2604.77060089026
"ENSMUSG00000036672.5",1564.65694285447,1249.89911123323,1514.00292038672,1302.99468294667,2364.45693445841,1239.79986715063,906.728431619614,1391.92248669416
"ENSMUSG00000036676.14",4153.39822372166,3575.00240490542,4245.83653998905,3443.00400134942,5825.65737892623,3393.00279272934,2530.00186668158,3601
"ENSMUSG00000036678.8",2445,2083,2622,2152,3953,2351,1822,2400
"ENSMUSG00000036686.16",1356,1189,1453,1279,2434,1445,1015,1429
"ENSMUSG00000036687.13",2,3.00135399934347,2,0,2,1,1.00165211216763,1.00197793690689
"ENSMUSG00000036693.12",2646,2182,2648,2351,3736,2235,1596,2422
"ENSMUSG00000036698.11",4437.96544577176,3681.95790198945,4434.44084550522,3718.76029729659,6534.78811910545,3646.11820308497,2660.16687177722,3830.16148813358
"ENSMUSG00000036699.12",0,0,0,0,0,0,0,0
"ENSMUSG00000036707.16",4691,3855.98595618146,4680.36756568376,3840,6215.02194802964,3753.01251190173,2723,3876.0171059592
"ENSMUSG00000036712.15",2904.92745786338,2517.52984306551,3132.64196442051,2589.20023469674,5221.8064761947,2909.41973398527,2151.68226234071,3245.6976864693
"ENSMUSG00000036718.17",3459,2932,3444,2943,4460,2614,2007,2784
"ENSMUSG00000036721.14",282.072418523235,236.873738364097,305.271325322275,254.005625781355,328.674679792294,210.657516905754,177.333235237867,233.415674039563
"ENSMUSG00000036731.7",0,0,0,0,2,0,0,0
"ENSMUSG00000036733.16",2421,2095,2487,2116,3387,2169,1560,2132
"ENSMUSG00000036737.12",2440,2167,2525,2190,3494,2010,1458,2145
"ENSMUSG00000036743.4",3,1,1,0,3,1,0,1
"ENSMUSG00000036744.13",1,0,0,0,0,1,0,0
"ENSMUSG00000036745.15",752.947862201692,704.023889146126,818.147152335276,659,616,375.264422541845,254.011020859078,409.012434484855
"ENSMUSG00000036748.16",1883.96061766321,1731.76403444867,1835.20311928056,1675.13456558522,2781.56032318719,1639.31126380058,1283.00307324279,1708.44072993379
"ENSMUSG00000036749.15",1.21744404480706,0,7.82115022277304,2.81137012944623,16.5441019951089,8.8865276940849,1,3.44528711032367
"ENSMUSG00000036751.7",2973,2623,2947,2519,3820,2310,1671,2539
"ENSMUSG00000036752.4",17183.6970965164,14458.9507123997,17482.374809669,13982.5040658602,26391.4258485494,15605.2375394671,12013.3926421061,17140.6422656479
"ENSMUSG00000036760.7",0,0,2.00188301572333,1.00231285352354,0,1.00105946831649,0,0
"ENSMUSG00000036764.12",24.1381805909797,11.999083912368,21.5807913051482,25.4048670810886,22.3340020441181,23.0717589082442,12.8538012525575,16.3695099520511
"ENSMUSG00000036766.12",4,1,2,4,12,3,4,7
"ENSMUSG00000036768.6",1952.09356538009,1822.12464599421,2102.18265118753,1806.53514483267,4038.89042311917,2280.12200301525,1791.97160216163,2342.59189002439
"ENSMUSG00000036769.14",686.245658736016,623.102224470371,762.531076015922,603.318920941557,929.882161620688,554.087041593202,451.103696411315,583.669406488355
"ENSMUSG00000036770.11",0,2,3,1,4,2,3,4
"ENSMUSG00000036775.13",640.343867395863,545.989755605271,690.050063948856,587.015433223358,1032.50960293261,573.091983015948,411.400036678666,579.594796215973
"ENSMUSG00000036777.8",8733.02369294414,7472.63616682502,9076.40336879695,7221.12614939593,15564.7676354504,9099.3452331359,7167.61260728264,9871.67133765907
"ENSMUSG00000036779.12",1383,1146,1448,1282.0099103638,2398.0041227496,1350.00386259705,1027,1427
"ENSMUSG00000036781.13",4143,2688.87306812009,4124,3404.70751917649,5767.75463324703,3404.90599630521,2768,3733
"ENSMUSG00000036782.13",1,1,2,0,2,0,1,0
"ENSMUSG00000036790.5",17.5304568035999,12.2720285355679,11.4527750903812,9.21027273921768,38.5652500500695,21.3119759093918,9.86154470009838,8.66747922319741
"ENSMUSG00000036792.12",1175.13897862243,945.747223516207,1172.86984644274,968.250130909248,1539.85780188647,950.824876424145,661.137666270609,898.759788722221
"ENSMUSG00000036800.8",1.08383931710921,5.64732410209477,7.08052325789456,9.03342770159718,20.0243345663121,9.07096899638148,5.83539879473854,6.37040744904145
"ENSMUSG00000036805.13",5,1,6,3,1,1,2,2
"ENSMUSG00000036810.16",1090,944,1262,996,1774,1064,755,1123
"ENSMUSG00000036813.11",3,2,1,3,3,0,2,4
"ENSMUSG00000036814.13",2,0,0,1,1,1,0,1
"ENSMUSG00000036815.16",19.3572387036456,8.21441809085626,15.5596759306023,22.1877629808708,31.7324323973752,19.026494160239,18.2521495282739,20.0339672197568
"ENSMUSG00000036816.4",0,0,0,0,0,0,0,0
"ENSMUSG00000036817.14",4165.33628469345,3627.07893625049,4419.49177987595,3598.27967133068,5979.5504698795,3597.43118393994,2690.73266574097,3700.35402365236
"ENSMUSG00000036819.14",638.807242117842,598.626699917076,679.355700457543,567.485781731371,1169.32115863715,680.267455779536,504.992823033159,665.23270042102
"ENSMUSG00000036820.12",1013.48630502535,861.699404232423,1080.28114011613,922.922636640375,1273.47924861017,767.05711942695,551.300837153199,759.367486045346
"ENSMUSG00000036822.6",2604,2088.51649050055,2541.96840342311,2236,3972,2290,1768,2451
"ENSMUSG00000036825.12",319.70988612256,273,334.718055981484,298.897437414358,554.608749599628,317.765286956827,256.817717950617,364
"ENSMUSG00000036826.14",0,5.37522199416362,1.88014890500047,4.43971552017704,15.1340514869238,0.932282714734799,4.05287991473711,10.3768226434277
"ENSMUSG00000036832.5",0,3.87992622962699,3.17055639687172,2.00451614156393,4.01105121978473,1.00206974594471,1.00181947992616,0
"ENSMUSG00000036833.16",317.788333452388,283.036441984802,287,256.733681116794,433.086252871383,264.025423728717,155.66590643699,249.023651931388
"ENSMUSG00000036834.16",2,1,0,1,1,1,1,2
"ENSMUSG00000036835.7",895.251670802373,861,1054,914,1559,869,645,972
"ENSMUSG00000036840.5",452.565002430736,347.191950739346,469.847225035102,390.467291547372,749.763311414723,452.147899339423,310.763368970972,427.370505564946
"ENSMUSG00000036845.12",233,242,256,238,406,216,144,233
"ENSMUSG00000036850.4",467,416,503,388,609,361,253,365
"ENSMUSG00000036853.5",0,1,0,0,1,0,2,0
"ENSMUSG00000036854.14",261,219.577168771433,241,228,417.297771812329,242.126271877714,181.138919948064,264.088104989855
"ENSMUSG00000036855.3",1,2,1,1,3.12322586474876,2,1,1
"ENSMUSG00000036856.4",3.86068841777629,0,5.96909206403444,11.3771611775527,13.5159403368766,6.6617381985781,6.31653466726037,3.48970893824512
"ENSMUSG00000036858.8",9.6207827288511,5.26401980757125,11.4220766509882,5.89956151408251,7.73819866586018,8.7661110386114,7.17797935976036,6.29259797011368
"ENSMUSG00000036860.14",453,370,515,430,670,393,297,420
"ENSMUSG00000036862.15",10548.0748506873,9266.95911441348,10317.8267211733,9275.57125413023,16180.0062571172,9354.73996842194,6344.78647407434,9638.94398568129
"ENSMUSG00000036863.12",0,0,0,0,2,0,0,1
"ENSMUSG00000036864.16",202.967235850494,155.279306440964,220.323541772918,218.580710758212,423.315427974625,218.745992549576,154.765808885013,235.735964745069
"ENSMUSG00000036867.7",1103,990,1171,1026,1883,1079,806,1131
"ENSMUSG00000036872.16",1,0,1,0,0,2,0,0
"ENSMUSG00000036873.13",380,344,362,353,630,348,275,373
"ENSMUSG00000036875.15",533.53617872724,411.248514725134,490.722662403197,457.973651229718,1050.09660437359,537.475245655258,426.464292566068,618.807199938151
"ENSMUSG00000036879.15",1327,1121,1416,1121,1799,1053,716,1062
"ENSMUSG00000036880.10",1294,1181,1278,1128,1983,1152,840,1261
"ENSMUSG00000036882.7",200,148,238.79924036592,180,403,205,146,229
"ENSMUSG00000036885.14",75.5160415126133,65,65.0006655032451,58.4635617733406,124.001625432783,69,56,72
"ENSMUSG00000036887.5",0,0,0,0,0,0,0,0
"ENSMUSG00000036890.13",402.948569977223,385.2621680986,392.6755836821,344.753904505319,570.19641141835,360.788539448759,247.954669500565,368.274707560837
"ENSMUSG00000036892.12",0,0,11.0611824338538,6.88478196341602,24.5343720147325,21.3683347634893,13.406625424491,5.6922207204119
"ENSMUSG00000036893.17",2987,2552.01977241505,2967.06549591725,2533,4618,2734,1843,2829
"ENSMUSG00000036894.3",2278.96243418844,1308.22292291147,2114.66867763399,1895.5377201624,3326.81013602221,1851.45351006593,1407.07252386249,1913.81143422841
"ENSMUSG00000036896.5",0,0,0,0,0,0,0,0
"ENSMUSG00000036898.16",467.036447442933,393.202859519824,575.622402084183,485.88457719901,967.102384707657,519.910324347128,398.473824607602,510.510463447301
"ENSMUSG00000036899.10",0,0,0,0,0,0,0,0
"ENSMUSG00000036902.11",2,3,1,2,5,4,0,2
"ENSMUSG00000036904.6",476,379,475,443,735,414,281,463
"ENSMUSG00000036905.8",0,0,0,0,0,0,0,0
"ENSMUSG00000036907.9",0,0,0,0,0,0,0,0
"ENSMUSG00000036908.17",714,610,755,599,1029,559,397,573
"ENSMUSG00000036912.17",6.30421786766214,7.44236505925315,10.4489214249559,7.82834878181041,11.7633215297726,9.04090891345185,9.12573477691424,5.29369545314435
"ENSMUSG00000036913.15",3.0128501046167,1.00306761660829,4.31003240138485,4.03718721085402,2.01760567373224,1.00013165607563,0,3.02370727276835
"ENSMUSG00000036915.17",0,0,0,0,0,0,0,0
"ENSMUSG00000036916.13",1002,876,1112,847,1682,880,665,971
"ENSMUSG00000036918.16",682,552,668,572,1042,597,466,660
"ENSMUSG00000036921.2",0,0,0,0,0,0,0,0
"ENSMUSG00000036923.12",142.909282132835,142.739428541594,173,110.120413992066,200,134.190752425211,82.0255558870937,126.876051849134
"ENSMUSG00000036924.3",0,0,0,0,0,0,0,0
"ENSMUSG00000036925.8",0,0,0,0,0,0.5,0,0.5
"ENSMUSG00000036928.14",8.25904168569209,8.07656313279965,13.0537304644385,12.3229421809513,15.5973837039982,9.34730100284222,4.0108994537513,11.0699725386757
"ENSMUSG00000036931.15",44,30,47,36,45,29,17,30
"ENSMUSG00000036932.14",2566,2287,2481.00884066662,2334.01125537928,3946.00810939594,2368,1725,2434
"ENSMUSG00000036934.9",689,638,720,661,1606,847,712,973
"ENSMUSG00000036938.17",0,0,0,0,0,0,0,0
"ENSMUSG00000036940.15",1948,1727,2061,1674,2946,1707,1287,1840
"ENSMUSG00000036941.2",454,427,521,430,722,416,316,370
"ENSMUSG00000036943.9",4635.97517961901,3748.90335178945,4771.14607796429,3976.72763898697,6859.37314887884,3903.67893397645,2772.12428753516,4097.42864224976
"ENSMUSG00000036944.6",150,164,186,133,271,126,92,153
"ENSMUSG00000036948.17",737.081670076977,693.133969968128,796.835466627508,699.378203745151,990.585674932384,475.023544911923,380.061465781508,526.118184623044
"ENSMUSG00000036949.16",0,0,0,0,0,0,0,0
"ENSMUSG00000036951.2",0,0,0,0,0,0,0,1
"ENSMUSG00000036955.16",2059,1863,1994.0028360401,1778,2912.03735763267,1693,1212.02032025543,1836
"ENSMUSG00000036957.8",74,60,62,60,88,45,36,49
"ENSMUSG00000036958.5",0,0,0,0,0,0,0,0
"ENSMUSG00000036959.15",1223.00910047054,1018.61809538147,1294.04000033839,1016.00716285914,2087.02613615728,1107.00839668557,762,1174.97966334496
"ENSMUSG00000036960.10",62,48,65,58,141,77,53,72
"ENSMUSG00000036961.5",0,0,0,0,0,1,0,0
"ENSMUSG00000036962.12",0,0,0,0,0,0,0,0
"ENSMUSG00000036964.14",9.56097520553854,6.38099610730239,10.9256683062429,14.7109023997897,30.4022282813385,12.9811842555833,8.56467265188222,8.58059352759298
"ENSMUSG00000036966.15",1816,1618,1827,1769,2436,1432,999,1646
"ENSMUSG00000036968.15",2132,1931,2180,1977,3515,2111,1376,2116
"ENSMUSG00000036972.14",0,0,0,0,0,0,0,0
"ENSMUSG00000036975.5",342,309,344,264,554,308,216,356
"ENSMUSG00000036977.8",432.157593584618,302,484.376781850825,385.64950480877,624.57917534649,371.096255598791,269.238480725551,374.897047037525
"ENSMUSG00000036980.13",1720.76977217551,1588.45374781343,1768.98347040301,1432.76046561702,2611.56503043323,1643.48636977304,1153.19172099833,1683.35149980474
"ENSMUSG00000036983.7",195.563125714533,179.612351923072,231.44408655842,176.518368268582,310.937710925799,172.673448126763,151.514425728552,184.321597508174
"ENSMUSG00000036985.12",939.490764296737,841.759249658046,1045.3023592223,841.282989166577,1559.78470408013,875.138848845417,634.246450234374,963.324296350477
"ENSMUSG00000036986.16",4046.13941560192,3521.29170563019,4038.18375447578,3487.90749727302,8891.93313928806,4894.28445897642,3577.57004605536,5233.50689964666
"ENSMUSG00000036989.16",2153.57562829013,1787.24011460966,2253.07000999558,1881.10988246926,3243.06090344147,1912.01126324199,1357.0103807668,1963.04457778433
"ENSMUSG00000036990.13",3417.00680938666,2630.1427550976,3416.46864772569,2977.02046236325,5269.084228824,2879.52823305788,2111.2300599114,3199.17315629608
"ENSMUSG00000036992.10",788.57484085049,640,783,699.912818361864,1243.96600114993,660,592,846
"ENSMUSG00000036995.7",103,77,109,89,242,132,91,134
"ENSMUSG00000037001.10",128.823712759868,99.2561726206247,129.350231298327,128.559533504555,213.451663926045,141.085296983966,116.348381002363,147.876755193391
"ENSMUSG00000037003.16",10522,9050,11171,9071,11530,6615,4731,6876
"ENSMUSG00000037005.16",8.75628861794498,6.25217399283211,10.403632449643,7.68821029029027,23.6777262568112,10.2955397556947,13.4309710232991,13.5935622786541
"ENSMUSG00000037007.17",173.41054410727,140.193064234046,210.577353817745,171.955962592617,364.394189827502,173.312258764772,148.8665634031,189.243760829996
"ENSMUSG00000037010.7",6939,5209,7265,6198,35353,20789,15466,23036
"ENSMUSG00000037012.18",12991,11411,13180,11502,15929,9835,6913,10127
"ENSMUSG00000037013.16",1557.72994815937,1303.53779154233,1707.33959792972,1337.03698563829,2649.58651490052,1488.60677856792,1063.75997890466,1638.49501781807
"ENSMUSG00000037014.4",6,2,6,5,6,2,2,3
"ENSMUSG00000037016.11",0,0,1,0,0,0,0,0
"ENSMUSG00000037017.15",659,597,672,560,1010,600,450,629
"ENSMUSG00000037020.16",807,736.355209286284,925.903733163592,714.957002155382,1372.9548635147,720.788081437155,596,823
"ENSMUSG00000037022.3",200.002920029107,143.752895302629,208.395733860822,165.457360159664,234.67316036566,137.006513584841,116.004242263221,156.595878871822
"ENSMUSG00000037025.11",2,0,1,0,1,0,0,0
"ENSMUSG00000037028.7",0.231105632560157,0,2,1.997272327441,9.55444938175247,0,2.39922004728916,7
"ENSMUSG00000037029.8",1772.54836099769,1651.15681380493,2055.06007069888,1731.80870091495,2934.67202614415,1685.28647542034,1295.66936224992,1791.67258706378
"ENSMUSG00000037031.10",83.7111378264457,61.3019532288341,84.1693917925435,64.3394786715628,200.064582485647,99.3072184910972,81.6092158936769,105.133754627918
"ENSMUSG00000037032.16",747.909483315631,713.936941111895,759.97520493736,692,1290.97946224042,783.993962444026,530,749.991709000148
"ENSMUSG00000037033.9",0,0,1,0,0,0,0,0
"ENSMUSG00000037034.16",2.00408192585087,0,0,1.0009054811848,0,0,0,1.00090808447229
"ENSMUSG00000037035.5",734,626,750,684,3808,2359,1584,2472
"ENSMUSG00000037049.9",2183.16016412744,1977.02529869801,2307.15572356867,1823.103485569,3108.12457947789,1911.12845557821,1269.0491540877,1916.05187139451
"ENSMUSG00000037053.6",0,0,0,1.53274915390854,0,0.101325461012476,0,0
"ENSMUSG00000037058.16",1750.04282359927,1419.68978545462,1756.47809723882,1426.92592553548,2531.85347789503,1477.79845265093,1112.03419865912,1531.98841878357
"ENSMUSG00000037060.3",9570,8524,9595,8721,13881,8255,6501,8515
"ENSMUSG00000037062.13",6183,5356.11720743511,6481,5263.21390341877,8828,5140,3658,5362.46458116516
"ENSMUSG00000037064.6",0,0,0,0,0,0,0,0
"ENSMUSG00000037070.10",3101.09352659033,2700.23034444892,3055.25490619746,2708.84989592742,5118.50296032741,2907.51698839665,2189.16800017178,3292.67208560534
"ENSMUSG00000037071.3",943.542031520978,791.860975180126,962.885913674524,764.567507497344,792.736324410994,486.417434865593,310.865089966737,492.919622504097
"ENSMUSG00000037072.15",10226,8743,10140,8763,13830,8072,6194,8596
"ENSMUSG00000037075.7",1270.0834939958,1003.07931007626,1332.18994375526,1165.88303141605,1731.99871537923,1047.20932606675,756.632393469095,1127.39244701513
"ENSMUSG00000037085.8",289,242,305,233,432,270,197,290
"ENSMUSG00000037086.3",3,2,4,1,18,6,11,6
"ENSMUSG00000037089.11",1471,1327,1439,1197,1985,1252,913,1357
"ENSMUSG00000037095.8",85,66,74,65,14,8,3,14
"ENSMUSG00000037096.6",236.659723405286,218.43509719585,86.142855709805,93.1533194745947,141.10062015316,93.3069992713599,60.2271710202713,130.196025329867
"ENSMUSG00000037098.18",1611,1465,1660,1467,2654.65642549511,1481,1091,1545.63452944408
"ENSMUSG00000037101.16",0,0,0,0,0,0,0,0
"ENSMUSG00000037103.8",1168,997,1315,1018,1991,1078,770,1220
"ENSMUSG00000037104.9",3298,2738,3370,2745,6606,3823,2924,4089
"ENSMUSG00000037106.8",0.5,3.5,3,1.5,9.5,5,4.5,5.5
"ENSMUSG00000037108.13",120.440619060366,122.178199053797,141.493719030235,146.522283221734,203.670355531928,105.750446044041,80.4701865420535,128.299670730207
"ENSMUSG00000037110.20",2782.07014904107,2224.60670202127,2774.28810221616,2455.6085610886,3454.05216574247,1934.52421140482,1397.33899356685,2072.61159917504
"ENSMUSG00000037111.9",4774.25031485818,3894.28142659242,4844.93751514965,3986.94393340247,6874.61774141425,4012.94337595129,2787.38354289098,4064.16567603516
"ENSMUSG00000037112.16",901.161727240494,833.129505439342,953.454562277056,791.846561458585,1553.85678062884,827.410889120063,611.494379280519,839.944143972958
"ENSMUSG00000037119.4",2747.5,2264.5,2836.5,2295,5030,2879.5,2154,3105.49982674428
"ENSMUSG00000037124.6",0,0,0,0,0,0,0,0
"ENSMUSG00000037126.16",167.674386563698,156.76530717864,216.788969156939,189.834873022171,297.893777903694,139.562391847501,117.48942019029,175.758954127887
"ENSMUSG00000037129.7",1.00070459370197,0,0,0,1.00021504165699,0,0,1.00013955768929
"ENSMUSG00000037130.4",0,0,0,0,0,0,0,0
"ENSMUSG00000037134.17",462.94205877717,432.876150370495,515.569329646709,391.050498750373,679.505858714804,399.464334506878,287.093068599181,414.813681356222
"ENSMUSG00000037138.17",527.999995404491,302.093361960274,414.67149252883,240.739033482792,1104.44628104825,515.650688482189,486.110348266653,549.473310572991
"ENSMUSG00000037139.15",0,1,1,2.82188722788737,1,0,0.43789156609608,1.00098328612086
"ENSMUSG00000037140.6",0,0,0,0,0,0,0,0
"ENSMUSG00000037143.17",5.36099573361833,7.88590796070355,1,9.73237618444299,13.2751725288387,10.2254493319275,2.00844681305285,3.00056013431709
"ENSMUSG00000037145.14",0,0,0,0,0,0,0,0
"ENSMUSG00000037148.8",784,669,702,632,1075,667,491,669
"ENSMUSG00000037149.10",7830,6854,7918,6894,11644,7027,5138,7494
"ENSMUSG00000037151.8",758.924683589893,690.809045624841,762.353768681517,679.790425813655,1183.0904836025,694.627014762166,507.405750081686,744.971563852891
"ENSMUSG00000037152.11",530.138218519296,518.790005365061,589.399710874811,441.299764885381,720.497477925509,450.00934577906,341.64912981192,460.824131041305
"ENSMUSG00000037157.8",0,0,0,0,0,0,0,0
"ENSMUSG00000037159.11",0,0,0,0,0,0,0,0
"ENSMUSG00000037161.14",2,2,3,1,1,5.01246178487464,2,1.52881935945901
"ENSMUSG00000037166.5",73,76,56,75,244.18318736937,131,100,146
"ENSMUSG00000037167.5",0,0,0,0,0,0,1,1
"ENSMUSG00000037169.15",18,23,28,21,132,70,53,94
"ENSMUSG00000037171.6",3,1,2,0,4,0,0,0
"ENSMUSG00000037172.14",118,100,131,109,201,112,76,103
"ENSMUSG00000037174.18",2263.06935107596,1915.06860008251,2350.02827698744,2060.05675836522,3426.11534788757,1986.0463469092,1430.01964332423,2151.07295301793
"ENSMUSG00000037185.9",32.3733194457318,16,23.1400066616065,26,59.6196725143887,38.5297448864459,31.8404452830879,34.3442187885634
"ENSMUSG00000037188.7",0,0,0,0,2,0,0,0
"ENSMUSG00000037190.12",326,245,352,302,496,284,225,284
"ENSMUSG00000037196.6",1,0,0,0,1,0,1,0
"ENSMUSG00000037197.11",2797,2456,2966,2521,4294,2480,1778,2741
"ENSMUSG00000037202.6",1,0,1.00069119205752,1,3.11008987961645,0,2.08428275373572,1
"ENSMUSG00000037204.7",1192,1148,1224,1026,1834,1087,696,1082
"ENSMUSG00000037206.15",0,1,0,0,2,2.34025706547967,1,1
"ENSMUSG00000037210.16",2091.41440851876,1821.03685632732,2157.94989212367,1713.49666204143,3442.27153671323,1954.73884046536,1410.51593812718,2063.69935107044
"ENSMUSG00000037211.12",31,18,27,22,20,19,14,18
"ENSMUSG00000037214.12",409.610158991128,304.460932104928,427.894202751597,347.304438806961,609.732079134335,344.244951140738,255.774073409548,370.34814089458
"ENSMUSG00000037216.5",109.505858838498,88.0847482373739,155,91,150.916315348735,88,74,113.971590577851
"ENSMUSG00000037217.15",11,5,14,9,25,8,9,8
"ENSMUSG00000037221.13",968,710,918,826,1486,865,598,908
"ENSMUSG00000037224.15",6.54549486527031,21.2134247896194,11.8135694198895,24.9041084927378,23.9263900807845,4.96122659144424,7.74956577407975,10.285539858851
"ENSMUSG00000037225.13",8.7418852740655,11.7387943955512,15.7293320239401,10.3875730910933,16.4113598612707,12.5269988985879,4.1925332460106,9.41379722049149
"ENSMUSG00000037234.17",3699.32072652211,3236.4240346648,4218.34961147787,3436.99155151551,5769.20317498131,3203.40762423569,2293.89917881156,3397.716171331
"ENSMUSG00000037235.13",8014.9775910578,6999.43786316181,8203.52091939711,6864.32270626264,9253.92371221118,5313.66076376014,3461.60251194553,5446.37592233082
"ENSMUSG00000037236.16",6540.47893850249,5130.48449537658,6790.73917813497,5614.14042117688,10006.3239417076,5771.93593189826,4437.34641124811,6116.932066579
"ENSMUSG00000037239.8",2388,1817,2489,2054.96845219577,3677,2096,1486,2180
"ENSMUSG00000037242.8",12868.6615055785,10739.4516086048,13989.9357931338,11247.5491695158,14896.6066494609,8837.42446537393,6177.06666527851,9660.39116819828
"ENSMUSG00000037243.17",546,344,570,499,933,447,336,480
"ENSMUSG00000037246.6",0,0,0,0,0,0,0,0
"ENSMUSG00000037251.5",782.80147492501,606,744.984401251239,628.977809019987,966.726539199619,603.988150615415,443.988793172852,584.991499148999
"ENSMUSG00000037253.8",1513,1271,1628,1273,2205,1345,1052,1430
"ENSMUSG00000037254.18",6,6,10,5,6,8,4,1
"ENSMUSG00000037257.8",1114,972,1224,1007,1753,999,739,1025
"ENSMUSG00000037259.15",30.1219896435632,29.7957579573353,39.0072745492691,30.1533884461312,40.8211020231748,23.8249682449492,14.4355371483092,24.9054045149801
"ENSMUSG00000037260.8",842.271261378326,760,1037.50076068911,787,1401.31807903602,847.508273215676,597.228024126323,842.317402735509
"ENSMUSG00000037262.7",517.915769605946,395,486,441,727,378,300,436
"ENSMUSG00000037263.13",0,0,0,0,0,0,0,1.00822993709208
"ENSMUSG00000037266.18",2263,1665,2160,1851,3628,1725,1263,1725
"ENSMUSG00000037270.18",3110.29777785053,2734.40915397644,3268.85054109308,2818.50647768416,4534.87005428661,2632.57703775293,1968.28876869879,2634.66487817377
"ENSMUSG00000037275.14",2972,2529,3261,2800,4530,2689,1994,2788
"ENSMUSG00000037278.9",841.692633438008,748,886,765.776224149799,1226,700,513,738
"ENSMUSG00000037279.13",0,0,0,0,1,0,0,0
"ENSMUSG00000037280.12",0,1,1,0,0,1,0,0
"ENSMUSG00000037286.15",3346.03357991553,2743.27493604477,3340.42624536088,2747.15582741179,5038.06842000315,3007.04064650445,2378.0475367249,3255.0043599051
"ENSMUSG00000037287.15",1396,1283,1495,1273,2434,1468,1014,1475
"ENSMUSG00000037295.7",530,445,548,453,935,592,464,668
"ENSMUSG00000037296.7",485,446,512,429,711,360,307,407
"ENSMUSG00000037300.19",1981.51280327655,1755.78435108817,2127.65464791852,1892.28067923908,3141.8405653851,1776.99310390385,1344.74398895553,1803.15225545572
"ENSMUSG00000037306.13",773.366333517136,643.129430312356,760.129213283858,676.567709824311,948.195485828238,595.093224224331,410.437611085288,537.158534870867
"ENSMUSG00000037307.11",0,0,0,0,0,0,0,0
"ENSMUSG00000037313.16",4133.70958388982,3574.49503318909,4156.05703551788,3607.43521025392,7094.44678311404,4231.93060452415,3233.51492880434,4563.07605124545
"ENSMUSG00000037315.15",442,415,461,373,658,439,289,450
